,Contract,MonthlyCharges,tenure,Dependents,SeniorCitizen,InternetService,StreamingTV,StreamingMovies,TechSupport,OnlineSecurity,Churn
1528,Month-to-month,56.2,19,No,0,DSL,No,Yes,No,No,No
1529,Two year,18.4,59,No,0,No,No,No,No,No,No
1530,Month-to-month,90.0,2,Yes,0,Fiber optic,No,Yes,Yes,No,Yes
1531,Month-to-month,25.75,35,Yes,0,No,No,No,No,No,No
1532,Month-to-month,19.6,14,No,0,No,No,No,No,No,No
1533,Month-to-month,75.35,14,No,0,Fiber optic,No,No,No,No,Yes
1534,Two year,19.8,69,Yes,0,No,No,No,No,No,No
1535,Month-to-month,64.2,7,No,1,DSL,No,No,Yes,Yes,No
1536,Two year,75.75,69,Yes,0,DSL,Yes,No,Yes,Yes,No
1537,Two year,78.95,72,Yes,0,DSL,Yes,Yes,Yes,No,No
1538,Month-to-month,100.85,8,No,0,Fiber optic,Yes,Yes,No,No,Yes
1539,Month-to-month,50.3,4,Yes,0,DSL,No,No,No,Yes,No
1540,Month-to-month,80.3,63,Yes,0,Fiber optic,No,No,No,No,No
1541,Two year,19.85,72,No,0,No,No,No,No,No,No
1542,Two year,21.1,46,No,0,No,No,No,No,No,No
1543,Month-to-month,69.95,5,No,0,Fiber optic,No,No,No,No,Yes
1544,Month-to-month,50.0,30,No,0,DSL,No,No,No,No,No
1545,Two year,104.75,63,No,0,Fiber optic,Yes,Yes,No,No,No
1546,Two year,19.85,60,No,0,No,No,No,No,No,No
1547,One year,107.5,63,No,0,Fiber optic,Yes,Yes,No,No,Yes
1548,Month-to-month,85.9,25,Yes,0,Fiber optic,Yes,No,Yes,No,No
1549,Month-to-month,45.85,1,No,0,DSL,No,No,No,No,Yes
1550,Month-to-month,80.8,6,No,1,Fiber optic,No,No,No,No,No
1551,Two year,25.25,22,No,0,No,No,No,No,No,No
1552,Two year,80.55,31,Yes,0,DSL,Yes,Yes,Yes,No,No
1553,Month-to-month,81.5,39,Yes,0,Fiber optic,No,No,Yes,No,No
1554,Month-to-month,20.9,26,No,0,No,No,No,No,No,No
1555,One year,106.1,53,No,0,Fiber optic,Yes,Yes,No,Yes,Yes
1556,Month-to-month,91.7,1,No,0,Fiber optic,Yes,No,Yes,No,Yes
1557,Month-to-month,67.25,12,No,0,DSL,No,No,Yes,Yes,No
1558,Month-to-month,95.6,16,No,0,Fiber optic,No,Yes,No,No,Yes
1559,Month-to-month,20.35,2,No,0,No,No,No,No,No,No
1560,One year,45.05,39,Yes,0,DSL,Yes,No,Yes,Yes,No
1561,Month-to-month,74.95,1,No,0,Fiber optic,No,No,No,No,Yes
1562,Month-to-month,34.65,7,Yes,0,DSL,No,No,Yes,Yes,No
1563,Month-to-month,69.35,4,No,1,Fiber optic,No,No,No,No,No
1564,Month-to-month,95.35,10,No,1,Fiber optic,Yes,Yes,No,No,Yes
1565,Month-to-month,81.55,55,No,0,Fiber optic,No,No,No,No,No
1566,Two year,75.4,72,Yes,0,DSL,Yes,Yes,No,No,No
1567,Month-to-month,67.8,10,No,0,DSL,Yes,Yes,No,No,No
1568,Month-to-month,111.4,11,No,1,Fiber optic,Yes,Yes,Yes,No,No
1569,Month-to-month,46.3,15,Yes,0,DSL,No,No,No,No,No
1570,Two year,20.4,23,Yes,0,No,No,No,No,No,No
1571,Month-to-month,20.05,1,Yes,0,No,No,No,No,No,No
1572,Month-to-month,45.0,3,No,1,DSL,No,No,No,No,Yes
1573,One year,96.1,47,Yes,0,Fiber optic,No,Yes,No,Yes,No
1574,One year,19.65,15,Yes,0,No,No,No,No,No,No
1575,Month-to-month,99.5,66,No,0,Fiber optic,Yes,Yes,No,No,Yes
1576,One year,60.65,68,No,1,DSL,No,No,Yes,No,No
1577,One year,98.6,17,Yes,0,Fiber optic,Yes,Yes,Yes,No,Yes
1578,Month-to-month,59.5,7,No,0,DSL,Yes,No,Yes,No,Yes
1579,Month-to-month,80.45,12,No,1,Fiber optic,No,Yes,No,No,Yes
1580,One year,71.7,21,No,1,DSL,No,Yes,No,No,No
1581,Month-to-month,36.0,21,No,0,DSL,No,No,Yes,No,No
1582,One year,65.2,56,Yes,0,DSL,Yes,No,No,Yes,No
1583,Month-to-month,48.95,6,Yes,0,DSL,No,No,No,No,No
1584,Two year,53.5,65,No,1,DSL,Yes,Yes,No,No,No
1585,One year,80.45,42,No,0,DSL,Yes,Yes,Yes,Yes,No
1586,Two year,109.05,68,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
1587,Two year,26.3,48,Yes,0,No,No,No,No,No,No
1588,One year,106.8,50,No,1,Fiber optic,Yes,Yes,Yes,No,No
1589,Month-to-month,64.95,7,No,1,DSL,Yes,No,No,No,No
1590,Two year,19.35,63,Yes,0,No,No,No,No,No,No
1591,Month-to-month,21.1,17,No,0,No,No,No,No,No,No
1592,Month-to-month,77.95,42,Yes,0,Fiber optic,Yes,No,No,No,Yes
1593,Month-to-month,18.85,4,Yes,0,No,No,No,No,No,No
1594,Two year,26.0,62,Yes,0,No,No,No,No,No,No
1595,Month-to-month,74.7,2,No,1,Fiber optic,No,No,No,No,Yes
1596,Month-to-month,70.35,2,No,0,Fiber optic,No,No,No,No,No
1597,Two year,96.9,48,No,0,Fiber optic,Yes,No,No,Yes,No
1598,Two year,19.55,27,No,0,No,No,No,No,No,No
1599,Two year,80.4,70,Yes,0,DSL,Yes,Yes,Yes,No,No
1600,Month-to-month,88.8,1,No,1,Fiber optic,Yes,No,No,No,Yes
1601,One year,94.65,46,No,0,Fiber optic,Yes,No,No,No,No
1602,Month-to-month,90.25,30,No,0,Fiber optic,Yes,Yes,No,No,Yes
1603,Month-to-month,64.65,15,No,0,DSL,No,Yes,No,Yes,Yes
1604,One year,95.75,69,Yes,0,Fiber optic,Yes,No,No,No,No
1605,Two year,19.55,65,No,0,No,No,No,No,No,No
1606,Two year,104.1,72,Yes,1,Fiber optic,Yes,Yes,Yes,Yes,No
1607,Month-to-month,89.05,13,No,1,Fiber optic,No,Yes,Yes,No,Yes
1608,One year,20.1,17,No,0,No,No,No,No,No,No
1609,One year,111.55,51,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
1610,Two year,60.5,51,Yes,0,DSL,No,No,Yes,Yes,No
1611,Two year,90.95,72,No,0,DSL,Yes,Yes,Yes,Yes,No
1612,One year,87.4,67,Yes,0,Fiber optic,No,No,No,No,Yes
1613,Month-to-month,19.7,34,No,0,No,No,No,No,No,No
1614,Two year,50.95,67,No,0,DSL,No,Yes,Yes,Yes,No
1615,One year,20.05,49,No,0,No,No,No,No,No,No
1616,Two year,19.4,53,Yes,0,No,No,No,No,No,No
1617,Month-to-month,59.45,27,No,0,DSL,No,No,Yes,No,No
1618,Month-to-month,94.75,23,No,1,Fiber optic,Yes,Yes,No,No,Yes
1619,Two year,81.5,69,No,0,DSL,No,Yes,Yes,Yes,No
1620,Month-to-month,29.05,2,Yes,0,DSL,No,No,Yes,No,No
1621,Month-to-month,86.45,35,No,0,Fiber optic,Yes,No,No,No,Yes
1622,One year,70.6,46,No,0,DSL,No,Yes,Yes,Yes,No
1623,Two year,97.2,54,No,0,Fiber optic,Yes,Yes,No,No,No
1624,One year,98.25,56,No,0,Fiber optic,Yes,Yes,No,No,Yes
1625,Month-to-month,75.75,9,No,0,Fiber optic,No,No,No,No,Yes
1626,Month-to-month,59.2,20,No,0,DSL,No,No,Yes,Yes,No
1627,Month-to-month,75.9,11,No,0,Fiber optic,No,No,No,No,No
1628,Month-to-month,90.05,30,No,1,Fiber optic,Yes,No,No,No,No
1629,Two year,70.95,68,No,0,DSL,No,Yes,No,Yes,No
1630,Month-to-month,102.6,38,No,1,Fiber optic,Yes,Yes,No,No,No
1631,Month-to-month,85.35,17,No,1,Fiber optic,No,No,No,Yes,Yes
1632,One year,106.1,48,No,0,Fiber optic,Yes,Yes,No,No,Yes
1633,Month-to-month,43.8,1,No,0,DSL,No,No,No,No,No
1634,Two year,59.0,63,Yes,0,DSL,Yes,Yes,No,Yes,No
1635,One year,69.95,3,No,0,DSL,Yes,Yes,No,No,No
1636,One year,24.35,48,No,0,No,No,No,No,No,No
1637,One year,29.45,66,No,0,DSL,No,No,Yes,No,No
1638,Two year,84.4,68,Yes,0,Fiber optic,No,No,No,No,No
1639,Month-to-month,45.05,17,No,1,DSL,No,No,No,No,Yes
1640,One year,20.65,7,Yes,0,No,No,No,No,No,No
1641,Two year,87.1,72,No,0,DSL,Yes,Yes,Yes,Yes,No
1642,Month-to-month,19.85,29,No,0,No,No,No,No,No,No
1643,Month-to-month,90.35,37,No,0,Fiber optic,No,Yes,Yes,No,No
1644,Month-to-month,109.8,34,No,0,Fiber optic,Yes,Yes,No,Yes,Yes
1645,Month-to-month,84.65,42,No,1,Fiber optic,Yes,No,No,No,Yes
1646,One year,65.5,59,Yes,0,DSL,No,No,Yes,Yes,No
1647,Month-to-month,79.5,11,Yes,0,Fiber optic,Yes,No,No,No,Yes
1648,Month-to-month,80.95,60,Yes,1,Fiber optic,No,No,No,Yes,No
1649,Month-to-month,56.15,27,No,0,DSL,No,No,Yes,No,No
1650,Month-to-month,85.8,1,No,0,Fiber optic,No,Yes,No,No,Yes
1651,Month-to-month,79.1,1,No,1,Fiber optic,Yes,No,No,No,Yes
1652,Month-to-month,34.4,17,No,0,DSL,No,No,No,Yes,No
1653,Two year,20.75,58,No,0,No,No,No,No,No,No
1654,One year,18.8,1,Yes,0,No,No,No,No,No,No
1655,Month-to-month,44.3,3,Yes,0,DSL,No,No,No,No,Yes
1656,Month-to-month,90.8,53,No,0,Fiber optic,No,No,No,Yes,No
1657,Month-to-month,25.6,35,No,0,No,No,No,No,No,No
1658,Month-to-month,105.95,50,Yes,0,Fiber optic,Yes,Yes,No,Yes,Yes
1659,Two year,70.8,68,Yes,0,DSL,No,Yes,Yes,No,No
1660,Month-to-month,25.4,47,No,0,No,No,No,No,No,No
1661,Month-to-month,108.8,65,No,1,Fiber optic,Yes,Yes,No,No,No
1662,Month-to-month,69.75,5,No,0,Fiber optic,No,No,No,No,Yes
1663,Month-to-month,94.65,51,No,0,Fiber optic,Yes,Yes,No,No,Yes
1664,Month-to-month,96.05,46,No,0,Fiber optic,Yes,Yes,No,No,Yes
1665,Month-to-month,76.85,9,No,0,Fiber optic,No,No,No,No,No
1666,Two year,20.25,8,No,0,No,No,No,No,No,No
1667,One year,24.8,14,No,0,No,No,No,No,No,No
1668,Month-to-month,115.65,45,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
1669,Month-to-month,74.6,8,No,0,Fiber optic,No,No,No,No,No
1670,Month-to-month,50.15,1,Yes,1,DSL,No,No,No,No,Yes
1671,One year,103.15,66,Yes,0,Fiber optic,Yes,Yes,No,Yes,No
1672,Two year,72.1,72,Yes,0,DSL,No,No,Yes,Yes,No
1673,Month-to-month,113.6,41,No,0,Fiber optic,Yes,Yes,Yes,Yes,Yes
1674,Two year,25.1,23,Yes,0,No,No,No,No,No,No
1675,Month-to-month,78.9,29,No,0,Fiber optic,Yes,No,No,No,Yes
1676,Month-to-month,80.15,4,No,0,Fiber optic,No,No,No,Yes,No
1677,Two year,25.4,6,Yes,0,No,No,No,No,No,No
1678,One year,105.4,67,No,1,Fiber optic,No,Yes,Yes,Yes,No
1679,Month-to-month,45.75,7,Yes,1,DSL,No,No,No,No,No
1680,One year,24.45,56,Yes,0,No,No,No,No,No,No
1681,Two year,25.0,72,No,0,No,No,No,No,No,No
1682,Two year,85.25,72,No,0,DSL,Yes,Yes,No,Yes,No
1683,Two year,19.6,23,Yes,0,No,No,No,No,No,No
1684,Month-to-month,50.15,35,Yes,0,DSL,No,No,No,No,No
1685,Month-to-month,70.55,27,No,1,Fiber optic,No,No,No,No,No
1686,Month-to-month,60.05,26,Yes,0,DSL,No,No,Yes,No,Yes
1687,One year,26.4,12,Yes,0,No,No,No,No,No,No
1688,Two year,20.15,40,No,0,No,No,No,No,No,No
1689,Month-to-month,58.85,7,Yes,0,DSL,Yes,Yes,No,Yes,No
1690,Month-to-month,97.55,70,Yes,0,Fiber optic,Yes,No,No,Yes,No
1691,Two year,19.65,60,Yes,0,No,No,No,No,No,No
1692,One year,25.25,39,Yes,0,DSL,No,No,No,No,No
1693,Two year,114.45,72,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
1694,Month-to-month,34.7,1,No,0,DSL,Yes,No,No,No,Yes
1695,One year,70.7,54,Yes,0,DSL,Yes,No,Yes,No,No
1696,Month-to-month,85.3,3,No,0,Fiber optic,No,Yes,No,No,Yes
1697,Two year,75.55,63,Yes,0,DSL,Yes,No,Yes,Yes,No
1698,Two year,84.8,71,Yes,0,Fiber optic,No,No,Yes,No,No
1699,One year,20.65,42,No,0,No,No,No,No,No,No
1700,Two year,20.45,47,No,0,No,No,No,No,No,No
1701,One year,102.45,66,Yes,0,Fiber optic,Yes,Yes,No,No,Yes
1702,Month-to-month,104.4,21,No,0,Fiber optic,Yes,Yes,No,Yes,Yes
1703,Month-to-month,35.65,11,No,0,DSL,No,No,Yes,No,No
1704,Month-to-month,99.75,1,Yes,0,Fiber optic,Yes,Yes,No,No,Yes
1705,Month-to-month,90.45,55,No,1,Fiber optic,No,No,Yes,No,No
1706,Two year,97.65,69,No,0,Fiber optic,Yes,No,Yes,No,No
1707,Month-to-month,73.85,3,No,1,Fiber optic,No,No,No,No,No
1708,Month-to-month,74.4,4,No,0,DSL,Yes,Yes,Yes,No,Yes
1709,Two year,69.1,30,No,1,DSL,Yes,No,Yes,No,No
1710,Month-to-month,82.75,5,No,0,Fiber optic,No,No,Yes,No,No
1711,Two year,24.4,71,No,0,No,No,No,No,No,No
1712,One year,55.25,29,No,0,DSL,No,No,No,No,No
1713,Month-to-month,61.35,52,No,0,DSL,No,No,Yes,No,No
1714,One year,76.75,68,No,0,DSL,No,Yes,No,Yes,No
1715,Two year,19.4,46,Yes,0,No,No,No,No,No,No
1716,Month-to-month,54.75,8,No,0,DSL,No,Yes,No,No,No
1717,Two year,19.7,72,No,0,No,No,No,No,No,No
1718,One year,19.9,17,No,0,No,No,No,No,No,No
1719,Month-to-month,107.95,3,No,0,Fiber optic,Yes,Yes,Yes,No,No
1720,Month-to-month,83.8,2,No,1,Fiber optic,Yes,No,No,No,No
1721,Month-to-month,74.25,9,No,0,Fiber optic,No,No,No,Yes,Yes
1722,One year,56.4,51,No,0,DSL,Yes,Yes,No,No,No
1723,Two year,20.1,6,Yes,0,No,No,No,No,No,No
1724,Month-to-month,94.9,3,No,0,Fiber optic,Yes,Yes,No,No,No
1725,Month-to-month,94.2,17,No,1,Fiber optic,Yes,Yes,No,No,No
1726,Month-to-month,49.9,30,No,0,DSL,No,No,No,No,No
1727,Month-to-month,71.05,31,No,0,DSL,Yes,No,Yes,No,No
1728,Two year,81.65,45,No,0,DSL,Yes,Yes,Yes,Yes,No
1729,One year,89.45,64,No,0,Fiber optic,No,No,No,Yes,No
1730,Month-to-month,59.85,1,No,0,DSL,Yes,No,No,No,Yes
1731,Month-to-month,69.6,1,No,1,Fiber optic,No,No,No,No,Yes
1732,One year,99.0,61,Yes,1,Fiber optic,Yes,Yes,No,No,No
1733,Month-to-month,19.05,1,No,0,No,No,No,No,No,No
1734,Month-to-month,45.4,9,No,0,DSL,Yes,Yes,No,No,Yes
1735,Two year,114.45,72,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
1736,Month-to-month,19.5,1,No,0,No,No,No,No,No,Yes
1737,Month-to-month,44.25,7,No,0,DSL,No,No,No,No,No
1738,One year,90.55,66,No,0,Fiber optic,No,No,Yes,No,No
1739,Month-to-month,69.9,1,No,0,Fiber optic,No,No,No,No,Yes
1740,Month-to-month,20.4,40,Yes,0,No,No,No,No,No,No
1741,Month-to-month,71.4,16,No,0,DSL,No,Yes,No,No,No
1742,Month-to-month,87.15,2,No,0,Fiber optic,Yes,No,No,No,Yes
1743,Two year,24.85,67,No,0,No,No,No,No,No,No
1744,One year,104.45,41,No,0,Fiber optic,Yes,Yes,No,Yes,No
1745,Two year,19.8,56,Yes,0,No,No,No,No,No,No
1746,Two year,116.45,72,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
1747,Month-to-month,84.75,3,Yes,0,Fiber optic,No,Yes,No,No,Yes
1748,Two year,20.05,54,No,0,No,No,No,No,No,No
1749,Month-to-month,110.75,52,No,1,Fiber optic,Yes,Yes,Yes,No,No
1750,Two year,89.7,50,No,0,Fiber optic,No,Yes,Yes,No,No
1751,Month-to-month,89.95,14,No,0,Fiber optic,Yes,No,Yes,No,Yes
1752,One year,48.7,27,No,0,DSL,No,No,No,Yes,No
1753,Two year,96.6,72,No,1,Fiber optic,No,No,Yes,Yes,No
1754,One year,74.3,62,No,0,DSL,Yes,Yes,No,Yes,No
1755,Month-to-month,54.3,12,No,0,DSL,No,No,Yes,No,No
1756,One year,74.85,44,No,1,DSL,Yes,Yes,Yes,No,No
1757,Two year,79.95,54,Yes,0,Fiber optic,No,No,Yes,No,No
1758,Two year,20.05,68,No,0,No,No,No,No,No,No
1759,Month-to-month,19.4,20,No,0,No,No,No,No,No,No
1760,One year,54.9,50,Yes,0,DSL,No,No,No,No,No
1761,Two year,24.45,58,No,0,No,No,No,No,No,No
1762,Month-to-month,89.65,35,Yes,0,Fiber optic,Yes,No,No,No,No
1763,Month-to-month,45.4,2,No,0,DSL,No,No,No,No,No
1764,Two year,75.7,63,Yes,0,DSL,No,Yes,Yes,Yes,No
1765,One year,110.65,58,No,0,Fiber optic,Yes,Yes,No,Yes,No
1766,One year,20.55,27,Yes,0,No,No,No,No,No,No
1767,Two year,115.15,71,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
1768,One year,58.55,63,No,0,DSL,No,Yes,No,No,No
1769,Month-to-month,93.25,71,No,0,Fiber optic,No,Yes,No,No,No
1770,Month-to-month,113.2,41,No,1,Fiber optic,Yes,Yes,No,Yes,Yes
1771,Month-to-month,90.5,13,No,1,Fiber optic,Yes,Yes,No,No,Yes
1772,Month-to-month,79.0,2,No,0,Fiber optic,Yes,No,No,No,Yes
1773,Two year,19.35,68,Yes,0,No,No,No,No,No,No
1774,Month-to-month,48.75,1,Yes,0,DSL,No,No,No,Yes,No
1775,Two year,109.05,65,No,1,Fiber optic,Yes,Yes,Yes,Yes,No
1776,Two year,25.0,72,No,1,No,No,No,No,No,No
1777,Month-to-month,54.9,28,No,0,DSL,No,No,Yes,No,No
1778,Two year,24.75,72,Yes,0,No,No,No,No,No,No
1779,Month-to-month,91.15,2,No,0,Fiber optic,Yes,No,No,Yes,No
1780,One year,20.15,18,Yes,0,No,No,No,No,No,Yes
1781,One year,104.35,60,No,1,Fiber optic,Yes,Yes,No,No,No
1782,Month-to-month,66.05,26,No,1,DSL,No,Yes,Yes,No,No
1783,Month-to-month,71.65,1,Yes,0,Fiber optic,No,No,No,No,Yes
1784,Month-to-month,20.35,4,No,0,No,No,No,No,No,Yes
1785,Two year,92.2,68,Yes,0,DSL,Yes,Yes,Yes,Yes,No
1786,Month-to-month,84.25,38,No,0,Fiber optic,No,No,Yes,No,Yes
1787,One year,105.2,42,No,1,Fiber optic,Yes,Yes,No,Yes,No
1788,Two year,19.6,57,No,0,No,No,No,No,No,No
1789,Month-to-month,30.4,54,No,0,DSL,No,No,No,No,No
1790,Month-to-month,78.1,12,No,0,Fiber optic,No,Yes,No,No,Yes
1791,One year,61.5,44,No,0,DSL,No,No,No,Yes,No
1792,Month-to-month,69.4,42,Yes,0,DSL,Yes,No,No,Yes,No
1793,Two year,24.75,72,Yes,0,No,No,No,No,No,No
1794,Two year,91.05,71,Yes,0,DSL,Yes,Yes,Yes,Yes,No
1795,Month-to-month,89.65,19,No,0,Fiber optic,No,Yes,No,No,Yes
1796,Month-to-month,73.65,23,No,0,DSL,Yes,Yes,Yes,No,No
1797,Two year,19.4,30,No,0,No,No,No,No,No,No
1798,One year,26.2,35,No,0,No,No,No,No,No,No
1799,Month-to-month,98.7,10,No,0,Fiber optic,Yes,Yes,No,Yes,Yes
1800,Month-to-month,43.85,1,No,0,DSL,No,No,No,No,No
1801,Month-to-month,69.7,22,No,0,Fiber optic,No,No,No,No,No
1802,Two year,38.55,7,Yes,0,DSL,No,No,No,Yes,No
1803,Two year,53.1,36,No,0,DSL,No,Yes,Yes,Yes,No
1804,Month-to-month,20.65,34,Yes,0,No,No,No,No,No,No
1805,Two year,64.45,72,Yes,0,DSL,No,No,No,Yes,No
1806,Two year,25.1,36,Yes,0,No,No,No,No,No,No
1807,Month-to-month,76.35,1,No,0,Fiber optic,No,No,No,No,Yes
1808,Month-to-month,79.15,23,No,0,Fiber optic,No,No,No,No,Yes
1809,Month-to-month,85.0,32,No,1,Fiber optic,No,Yes,No,No,Yes
1810,One year,95.15,71,Yes,0,Fiber optic,No,No,Yes,Yes,No
1811,Month-to-month,79.35,23,No,1,Fiber optic,No,No,No,No,No
1812,One year,96.65,17,No,0,Fiber optic,Yes,Yes,No,No,No
1813,Month-to-month,75.5,1,No,0,DSL,Yes,Yes,Yes,No,No
1814,Two year,19.7,12,Yes,0,No,No,No,No,No,No
1815,Two year,20.5,72,No,0,No,No,No,No,No,No
1816,Month-to-month,19.2,1,No,0,No,No,No,No,No,No
1817,Two year,98.35,72,No,1,Fiber optic,Yes,Yes,No,No,No
1818,Month-to-month,74.35,60,Yes,0,Fiber optic,No,No,No,No,No
1819,Two year,51.35,61,Yes,0,DSL,Yes,No,Yes,No,No
1820,Month-to-month,45.65,6,No,0,DSL,No,No,No,No,No
1821,Month-to-month,85.3,32,No,1,Fiber optic,No,Yes,No,No,Yes
1822,Month-to-month,86.55,31,Yes,0,Fiber optic,Yes,No,No,No,Yes
1823,Month-to-month,73.85,19,No,0,Fiber optic,No,No,No,No,Yes
1824,Two year,20.3,72,Yes,0,No,No,No,No,No,No
1825,Month-to-month,54.2,32,No,0,DSL,No,No,No,No,No
1826,Month-to-month,90.65,65,No,0,Fiber optic,No,Yes,No,No,No
1827,Month-to-month,50.9,45,Yes,0,DSL,Yes,Yes,No,Yes,No
1828,One year,25.05,42,No,0,No,No,No,No,No,No
1829,Month-to-month,74.85,8,No,0,Fiber optic,No,No,No,No,No
1830,Two year,20.5,32,Yes,0,No,No,No,No,No,No
1831,Month-to-month,63.55,22,No,1,DSL,No,No,Yes,Yes,No
1832,Month-to-month,44.85,57,No,1,DSL,Yes,Yes,No,No,Yes
1833,Month-to-month,47.95,1,No,0,DSL,No,No,No,Yes,No
1834,Month-to-month,45.1,1,No,1,DSL,No,No,No,No,Yes
1835,Month-to-month,45.0,1,No,0,DSL,No,No,No,No,No
1836,Month-to-month,96.0,24,No,0,Fiber optic,Yes,Yes,Yes,No,Yes
1837,Month-to-month,20.05,1,No,0,No,No,No,No,No,Yes
1838,Month-to-month,90.05,54,No,1,Fiber optic,No,Yes,No,No,No
1839,Two year,25.3,4,No,0,No,No,No,No,No,No
1840,Two year,108.65,65,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,Yes
1841,One year,24.3,56,No,0,No,No,No,No,No,No
1842,Month-to-month,75.95,45,No,0,DSL,Yes,Yes,No,Yes,No
1843,Two year,19.7,71,Yes,0,No,No,No,No,No,No
1844,One year,66.4,59,No,0,DSL,Yes,No,No,Yes,No
1845,One year,35.75,69,No,0,DSL,No,No,No,No,No
1846,One year,18.8,19,No,0,No,No,No,No,No,No
1847,Two year,19.4,55,Yes,0,No,No,No,No,No,No
1848,One year,19.3,38,No,0,No,No,No,No,No,No
1849,Month-to-month,45.55,10,No,0,DSL,No,No,No,No,Yes
1850,Month-to-month,67.45,47,No,1,DSL,No,No,No,Yes,No
1851,Month-to-month,35.1,2,No,0,DSL,No,Yes,No,No,Yes
1852,Month-to-month,46.2,1,No,0,DSL,No,No,No,No,Yes
1853,Month-to-month,45.15,1,No,0,DSL,No,No,No,No,Yes
1854,Month-to-month,43.3,1,No,1,DSL,No,Yes,No,No,Yes
1855,Two year,20.1,46,Yes,0,No,No,No,No,No,No
1856,Month-to-month,57.15,38,No,1,DSL,No,No,No,Yes,Yes
1857,Two year,58.9,65,No,0,DSL,No,No,Yes,Yes,No
1858,Month-to-month,73.2,19,No,0,Fiber optic,No,No,No,Yes,Yes
1859,Month-to-month,85.35,52,No,0,Fiber optic,No,Yes,No,No,Yes
1860,Two year,19.45,71,Yes,0,No,No,No,No,No,No
1861,Month-to-month,45.95,1,No,0,DSL,No,No,No,No,Yes
1862,Month-to-month,50.5,52,No,1,DSL,Yes,No,Yes,No,No
1863,One year,25.1,6,No,0,No,No,No,No,No,No
1864,One year,60.7,26,No,1,DSL,No,Yes,No,No,No
1865,One year,99.0,48,No,1,Fiber optic,Yes,Yes,No,No,No
1866,One year,104.4,64,Yes,0,Fiber optic,Yes,Yes,Yes,Yes,No
1867,Month-to-month,83.75,3,No,0,Fiber optic,Yes,No,No,No,Yes
1868,Month-to-month,44.05,1,No,0,DSL,No,No,No,No,No
1869,Two year,24.1,72,Yes,0,No,No,No,No,No,No
1870,Month-to-month,45.55,1,No,0,DSL,No,No,No,No,No
1871,Month-to-month,93.8,51,Yes,0,Fiber optic,No,Yes,No,Yes,No
1872,Two year,19.7,41,Yes,0,No,No,No,No,No,No
1873,Two year,70.65,72,Yes,0,DSL,Yes,No,No,Yes,No
1874,Two year,86.45,43,No,0,DSL,Yes,Yes,Yes,Yes,No
1875,Two year,114.1,72,No,0,Fiber optic,Yes,Yes,Yes,Yes,No
1876,One year,95.2,47,No,0,Fiber optic,Yes,Yes,No,No,No
1877,Two year,88.55,72,No,0,DSL,Yes,Yes,Yes,Yes,No
1878,Month-to-month,20.75,3,No,0,No,No,No,No,No,No
1879,Month-to-month,70.05,1,No,0,Fiber optic,No,No,No,No,Yes
1880,Month-to-month,86.0,2,No,0,Fiber optic,No,Yes,No,No,Yes
1881,Month-to-month,44.65,26,No,0,DSL,No,Yes,No,Yes,No
1882,Month-to-month,60.2,29,Yes,0,DSL,No,Yes,No,Yes,No
1883,Month-to-month,100.5,35,No,1,Fiber optic,Yes,No,Yes,Yes,Yes
1884,One year,55.45,27,No,0,DSL,No,No,No,Yes,No
1885,Month-to-month,70.3,24,Yes,0,DSL,No,Yes,Yes,Yes,No
1886,Two year,60.4,67,Yes,0,DSL,No,No,Yes,Yes,No
1887,Month-to-month,72.65,16,No,0,Fiber optic,No,No,No,No,Yes
1888,One year,55.8,23,No,0,DSL,No,No,No,No,No
1889,Month-to-month,31.1,14,No,0,DSL,No,No,No,No,No
1890,Month-to-month,21.0,1,Yes,0,No,No,No,No,No,Yes
1891,Month-to-month,45.1,1,No,1,DSL,No,No,No,No,Yes
1892,Month-to-month,50.95,4,No,1,DSL,Yes,Yes,No,No,No
1893,Month-to-month,69.1,16,Yes,0,DSL,No,Yes,No,Yes,No
1894,Month-to-month,43.95,46,No,0,DSL,Yes,Yes,No,No,No
1895,Two year,86.5,68,Yes,0,DSL,Yes,Yes,Yes,Yes,No
1896,Month-to-month,69.95,38,No,0,DSL,No,No,Yes,Yes,No
1897,Month-to-month,50.4,30,No,1,DSL,No,No,No,No,Yes
1898,Month-to-month,78.95,5,No,1,Fiber optic,No,Yes,No,No,Yes
1899,Month-to-month,90.95,17,No,0,Fiber optic,No,Yes,No,No,No
1900,Two year,19.9,4,Yes,0,No,No,No,No,No,No
1901,One year,20.15,12,No,0,No,No,No,No,No,No
1902,Two year,90.6,72,Yes,0,DSL,Yes,Yes,Yes,Yes,No
1903,Month-to-month,92.0,3,No,0,Fiber optic,Yes,Yes,No,No,No
1904,Month-to-month,94.45,56,No,0,Fiber optic,No,Yes,Yes,No,Yes
1905,One year,24.85,41,No,0,No,No,No,No,No,No
1906,One year,36.0,40,No,0,DSL,No,No,Yes,No,No
1907,Month-to-month,78.5,7,No,0,DSL,Yes,Yes,Yes,Yes,No
