,state,total_charge,international_plan,voice_mail_plan,number_customer_service_calls,churn
3585,FL,50.910000000000004,no,no,4,yes
3586,NH,29.1,no,no,1,no
3587,IL,64.0,no,no,0,no
3588,KS,67.09,no,no,2,no
3589,WV,49.28,no,no,2,no
3590,ID,58.81,no,no,0,no
3591,ME,67.29,no,no,3,no
3592,MA,66.86,no,yes,1,no
3593,OR,56.35,yes,no,3,no
3594,WV,48.51,no,yes,3,no
3595,MO,41.6,no,no,3,no
3596,WY,65.50999999999999,no,no,0,no
3597,WV,52.290000000000006,no,yes,3,no
3598,UT,62.84,no,no,2,yes
3599,KY,65.2,no,no,1,no
3600,OK,73.87,no,no,1,yes
3601,TN,62.96,no,no,1,no
3602,GA,46.49,no,no,2,no
3603,NE,44.81,no,no,2,no
3604,WA,53.7,no,no,4,yes
3605,MO,73.83999999999999,no,no,3,yes
3606,ME,45.97,no,no,0,no
3607,WI,48.669999999999995,no,no,0,no
3608,NC,60.86,no,no,1,no
3609,OK,77.86999999999999,no,no,1,yes
3610,MA,67.8,no,no,2,no
3611,MN,57.910000000000004,no,no,1,no
3612,ND,57.260000000000005,no,yes,1,no
3613,AZ,59.269999999999996,yes,no,2,yes
3614,SC,78.52,no,yes,2,no
3615,ME,64.06,no,no,1,no
3616,MO,79.84,no,yes,2,no
3617,NJ,42.89,no,no,0,no
3618,WY,61.18,no,yes,1,no
3619,OK,68.22,yes,yes,0,no
3620,PA,58.519999999999996,no,yes,1,no
3621,NM,60.35,no,no,1,no
3622,FL,43.01,no,no,3,no
3623,NV,72.68,no,no,3,yes
3624,SD,48.400000000000006,no,no,1,no
3625,OR,53.35,no,no,2,no
3626,TN,56.809999999999995,yes,no,1,yes
3627,VA,59.730000000000004,no,no,2,no
3628,ME,48.82,no,no,4,yes
3629,FL,65.09,no,yes,1,no
3630,RI,54.74999999999999,no,no,2,no
3631,DC,68.07,no,yes,0,no
3632,AR,47.82,no,no,0,no
3633,OR,48.64,no,yes,1,no
3634,SD,58.86,no,no,1,no
3635,NC,46.95,no,yes,0,no
3636,OH,59.55,no,no,3,yes
3637,IN,57.95,no,no,0,no
3638,MT,42.7,no,no,4,yes
3639,SC,77.75999999999999,yes,no,3,yes
3640,OR,63.73,no,yes,1,no
3641,GA,57.54,no,no,3,no
3642,MI,47.63,no,no,3,no
3643,OR,52.88999999999999,no,no,2,no
3644,OR,66.12,no,no,3,no
3645,MA,47.519999999999996,no,no,2,no
3646,IA,48.11000000000001,no,no,0,no
3647,VA,68.50999999999999,no,no,0,no
3648,WV,87.13,no,no,7,yes
3649,TX,59.42,no,yes,2,no
3650,IL,46.300000000000004,yes,no,1,yes
3651,RI,53.81,no,yes,1,no
3652,WA,68.65,yes,no,1,no
3653,DE,68.09,no,no,0,no
3654,NV,34.93,no,no,1,no
3655,MO,38.92,no,no,1,no
3656,OH,57.809999999999995,no,no,7,no
3657,ME,58.129999999999995,no,no,0,no
3658,NH,60.410000000000004,no,no,3,no
3659,NC,63.5,yes,no,3,no
3660,KY,54.089999999999996,no,no,1,no
3661,UT,49.22,no,no,1,no
3662,NV,62.290000000000006,no,no,2,no
3663,VT,57.940000000000005,no,no,1,no
3664,ME,71.74,yes,no,1,yes
3665,ME,54.559999999999995,no,no,2,no
3666,PA,50.55,no,no,0,no
3667,MI,44.67,no,yes,2,no
3668,MN,51.22,yes,no,1,yes
3669,KY,71.59,no,no,0,yes
3670,KY,39.04,no,no,1,no
3671,PA,56.75,no,no,0,no
3672,VA,45.839999999999996,no,no,2,no
3673,UT,64.17999999999999,no,yes,0,no
3674,DC,53.28999999999999,yes,no,2,yes
3675,MA,67.42999999999999,no,yes,0,no
3676,LA,50.39,no,no,3,no
3677,VA,54.300000000000004,no,no,1,no
3678,MI,60.8,no,yes,1,no
3679,MI,62.449999999999996,no,no,3,no
3680,CT,54.91,no,no,2,no
3681,NH,55.15,no,yes,3,no
3682,AL,70.9,no,no,0,no
3683,RI,58.71,no,no,2,no
3684,NY,36.79,no,yes,1,no
3685,OH,48.25,no,no,2,no
3686,WV,51.51,no,no,1,no
3687,OK,63.519999999999996,no,no,1,no
3688,WI,54.510000000000005,no,no,0,no
3689,OH,53.73,no,no,3,no
3690,OK,63.85999999999999,yes,no,4,yes
3691,PA,66.94,no,no,2,no
3692,KS,49.0,no,no,2,no
3693,SD,38.06,no,no,1,no
3694,UT,57.48,no,no,1,no
3695,IN,52.55,no,no,1,no
3696,IA,64.33000000000001,no,yes,1,no
3697,WA,47.38999999999999,no,no,1,no
3698,AL,68.87,no,no,2,no
3699,TX,46.36,yes,no,4,yes
3700,CT,61.86,no,yes,4,no
3701,OR,60.67,no,no,3,no
3702,IN,48.45,no,no,1,yes
3703,NY,62.120000000000005,yes,no,3,yes
3704,WY,52.22999999999999,no,no,1,no
3705,WI,55.0,no,no,1,no
3706,DE,64.56,no,no,3,no
3707,TN,38.0,no,no,0,no
3708,DC,53.49,no,yes,1,yes
3709,TX,59.15,no,no,4,no
3710,DC,61.12,no,no,0,no
3711,TN,58.980000000000004,no,yes,4,no
3712,MI,56.57,no,no,0,no
3713,DE,43.43,no,no,4,yes
3714,CO,46.809999999999995,no,yes,1,no
3715,NJ,55.89,no,yes,2,no
3716,OK,52.01,yes,no,2,yes
3717,VA,37.65,no,no,0,no
3718,TN,68.08,no,yes,1,no
3719,HI,66.76,no,no,2,no
3720,PA,62.089999999999996,no,yes,3,no
3721,WY,60.95,no,yes,0,no
3722,RI,61.3,no,no,3,no
3723,RI,66.16,no,no,0,no
3724,MD,56.660000000000004,no,no,3,no
3725,KY,67.11999999999999,no,yes,1,no
3726,OH,66.9,no,no,1,no
3727,VA,67.24,no,no,1,no
3728,PA,50.76,no,no,2,no
3729,NE,59.529999999999994,no,no,1,no
3730,GA,58.18,yes,no,2,no
3731,ME,64.22,no,no,0,no
3732,OH,45.23,no,yes,4,yes
3733,ID,57.04,no,no,4,no
3734,KS,67.08,yes,no,7,yes
3735,TN,46.690000000000005,no,no,2,no
3736,WA,59.89999999999999,no,no,3,no
3737,VT,77.01,no,no,0,yes
3738,IL,50.39,no,no,1,no
3739,ID,64.45,no,no,3,no
3740,DE,55.60999999999999,no,yes,2,no
3741,AK,50.56,no,no,0,no
3742,MO,71.63,no,yes,5,no
3743,NE,48.14999999999999,no,no,0,no
3744,FL,52.21,no,no,2,no
3745,MI,56.43000000000001,no,no,1,no
3746,PA,45.349999999999994,no,yes,2,no
3747,AR,46.79,no,yes,2,no
3748,KY,61.53,no,yes,2,no
3749,MN,65.56,no,no,4,no
3750,TX,57.029999999999994,no,no,1,no
3751,HI,62.25,no,no,1,no
3752,WI,43.18000000000001,no,no,2,no
3753,NV,43.63,no,no,2,no
3754,IL,58.28,no,yes,1,no
3755,MS,55.24,no,no,3,no
3756,MA,52.95,no,no,2,no
3757,OR,56.02,yes,no,0,yes
3758,AR,53.55,no,yes,0,no
3759,LA,52.18,no,yes,1,no
3760,NJ,49.76,no,no,2,no
3761,MT,53.910000000000004,no,no,0,no
3762,MD,63.48,no,yes,1,no
3763,CT,51.31,no,yes,1,no
3764,OH,58.370000000000005,no,no,1,no
3765,NV,36.83,no,no,3,no
3766,KS,57.309999999999995,no,no,1,no
3767,TX,63.25,no,no,2,no
3768,MN,58.589999999999996,no,no,0,no
3769,MT,58.269999999999996,no,no,1,no
3770,AK,60.480000000000004,no,yes,2,no
3771,HI,58.34,no,no,2,no
3772,TX,59.83,no,no,1,no
3773,ID,34.05,no,no,3,no
3774,KY,56.669999999999995,no,no,1,no
3775,AR,51.98,no,yes,1,no
3776,OR,55.910000000000004,no,no,2,no
3777,MN,61.69,no,no,3,no
3778,HI,47.64,no,no,3,no
3779,LA,61.68,no,no,1,no
3780,RI,61.82,no,no,1,no
3781,MD,74.81,no,no,2,yes
3782,MS,68.75,no,no,1,no
3783,TN,62.3,no,no,3,no
3784,ID,63.059999999999995,no,no,0,no
3785,GA,61.50999999999999,no,no,1,no
3786,KS,56.08,yes,no,2,no
3787,WV,38.95,yes,yes,0,no
3788,MS,56.0,no,no,0,no
3789,MS,48.21,no,no,1,no
3790,SC,59.35,no,yes,1,no
3791,KS,89.86,no,no,1,yes
3792,ID,41.07,no,no,3,no
3793,AK,50.510000000000005,no,yes,0,no
3794,MS,61.68,no,no,0,no
3795,NY,46.480000000000004,no,no,2,no
3796,OH,54.3,no,no,0,no
3797,DE,53.21000000000001,no,yes,1,no
3798,RI,65.94000000000001,no,no,1,no
3799,NE,51.470000000000006,yes,no,1,no
3800,HI,58.95,no,no,0,no
3801,NM,66.81,no,no,1,no
3802,UT,61.81,no,no,1,no
3803,MD,52.4,yes,no,1,yes
3804,IA,75.5,no,no,5,yes
3805,KY,55.55,no,no,2,no
3806,VT,70.83,yes,yes,1,no
3807,NM,76.14000000000001,no,no,1,yes
3808,VT,47.010000000000005,no,yes,3,no
3809,PA,70.65,no,no,1,no
3810,VT,60.45,no,yes,3,no
3811,OR,48.35,no,no,1,no
3812,CA,49.1,no,no,2,no
3813,NY,45.709999999999994,yes,no,0,no
3814,NM,55.019999999999996,no,no,1,no
3815,MN,59.92000000000001,yes,no,3,no
3816,CT,38.05,yes,yes,4,yes
3817,IA,50.75999999999999,yes,yes,2,no
3818,NJ,50.190000000000005,no,no,1,no
3819,CA,71.49,no,no,1,yes
3820,VT,63.709999999999994,no,no,1,no
3821,TN,78.24,no,yes,1,no
3822,SD,62.91,no,no,1,no
3823,CO,58.46,no,no,1,no
3824,KY,61.0,no,no,1,no
3825,IA,77.97999999999999,no,no,1,yes
3826,CT,67.98,no,no,2,no
3827,MA,66.39999999999999,no,no,0,no
3828,NV,63.19,no,yes,1,no
3829,VA,57.78,no,yes,1,no
3830,NY,62.66,no,yes,1,no
3831,MO,59.5,yes,no,2,no
3832,FL,49.09,no,no,2,no
3833,SC,51.07,no,no,1,no
3834,IL,44.699999999999996,no,no,0,no
3835,NE,70.35000000000001,no,no,4,no
3836,AK,58.3,yes,no,1,no
3837,TN,45.39,yes,no,2,no
3838,NM,55.34,no,no,0,no
3839,NV,70.76,no,no,2,no
3840,WV,43.370000000000005,no,no,3,no
3841,IL,51.56,no,yes,1,no
3842,HI,50.910000000000004,no,no,1,no
3843,DC,65.16,no,no,1,no
3844,ID,68.82,no,yes,1,no
3845,NC,67.47,no,no,0,no
3846,AL,55.53,no,no,2,no
3847,OR,36.98,no,yes,6,yes
3848,IL,65.24,no,no,4,no
3849,WV,54.99,no,no,1,no
3850,MN,52.19,no,no,2,no
3851,LA,52.94,no,no,0,no
3852,VT,53.559999999999995,no,no,3,no
3853,IL,45.089999999999996,no,no,1,no
3854,KS,69.73,no,no,3,no
3855,UT,53.160000000000004,no,no,2,no
3856,KY,65.7,no,no,2,no
3857,MT,67.06,no,no,2,no
3858,MA,42.739999999999995,no,yes,0,no
3859,NJ,47.69,no,no,2,no
3860,WY,67.43,no,no,4,no
3861,VT,58.17,no,no,3,no
3862,AL,28.42,no,no,2,no
3863,DE,63.599999999999994,no,yes,1,no
3864,WV,58.580000000000005,no,yes,1,no
3865,IA,61.81,no,no,1,no
3866,PA,68.19000000000001,no,no,0,no
3867,TN,47.269999999999996,no,no,3,no
3868,NH,60.88,no,no,1,no
3869,KY,61.77000000000001,no,no,2,no
3870,MN,50.459999999999994,no,yes,3,no
3871,NM,50.91,no,no,5,yes
3872,NH,58.54,no,no,1,no
3873,TX,64.92,no,no,2,no
3874,AL,69.23,no,no,1,no
3875,WA,43.56999999999999,no,no,0,no
3876,MN,71.36,no,yes,3,no
3877,NJ,44.96,no,no,4,yes
3878,NH,60.51,no,no,0,no
3879,VT,60.11,no,no,0,no
3880,NH,60.92,no,no,2,no
3881,MD,71.75,yes,no,0,yes
3882,LA,56.82,no,no,1,no
3883,SC,48.81,no,no,1,no
3884,AR,48.45,no,no,2,no
3885,WV,71.32,no,no,1,yes
3886,AR,33.25,no,no,1,no
3887,NH,57.95,no,yes,1,no
3888,TX,59.31,no,no,1,no
3889,TX,55.54,no,no,3,no
3890,PA,60.050000000000004,no,no,2,no
3891,ME,68.72,no,no,2,no
3892,WY,48.03,no,no,2,no
3893,KY,63.24,no,yes,3,no
3894,RI,51.839999999999996,no,no,2,no
3895,LA,44.760000000000005,no,yes,2,no
3896,KY,57.09,no,yes,1,no
3897,DE,63.93000000000001,no,yes,1,no
3898,SD,44.589999999999996,no,yes,4,yes
3899,MS,48.65,no,yes,0,no
3900,WI,80.94,yes,yes,0,no
3901,VT,49.51,no,no,1,no
3902,MA,63.709999999999994,no,yes,0,no
3903,OR,39.35,yes,no,1,yes
3904,MA,44.76,no,yes,1,no
3905,MT,73.33,no,no,0,yes
3906,AK,59.900000000000006,no,no,2,no
3907,MS,64.49000000000001,no,no,1,no
3908,OR,68.95,no,no,3,no
3909,VA,43.879999999999995,no,no,1,no
3910,AZ,59.330000000000005,no,no,3,no
3911,UT,56.96,no,no,2,no
3912,WV,56.85,no,no,1,no
3913,AZ,61.68,no,yes,1,no
3914,RI,58.410000000000004,no,no,1,no
3915,NM,40.01,no,no,0,no
3916,HI,57.410000000000004,no,no,3,no
3917,NY,47.53,no,yes,3,no
3918,NM,65.25,no,yes,3,no
3919,MI,55.400000000000006,no,yes,0,no
3920,IN,54.71,no,no,2,no
3921,KY,56.63,no,no,0,no
3922,NC,42.21,no,yes,0,no
3923,KY,44.489999999999995,no,no,2,no
3924,WY,63.2,no,no,0,no
3925,VA,63.68000000000001,no,no,3,no
3926,AL,61.2,no,no,1,no
3927,MN,53.760000000000005,no,no,2,yes
3928,FL,56.73,no,yes,1,no
3929,CA,63.43000000000001,no,no,0,no
3930,KY,35.010000000000005,no,no,0,no
3931,AR,39.15,no,no,6,yes
3932,VT,42.42,no,no,0,no
3933,MD,59.36000000000001,no,no,0,no
3934,CT,61.67,no,no,5,no
3935,MI,44.96,no,no,3,no
3936,PA,64.17,no,no,1,no
3937,CA,36.34,no,no,1,no
3938,KY,54.58,no,no,1,no
3939,MO,78.21,no,no,1,yes
3940,CT,71.53999999999999,no,no,1,yes
3941,IL,50.71,no,no,1,no
3942,RI,47.790000000000006,no,yes,3,no
3943,TN,65.64,yes,no,2,yes
3944,WV,64.52,no,no,5,no
3945,MS,66.72,no,no,2,no
3946,WI,46.6,no,yes,0,no
3947,SC,53.49,no,no,1,no
3948,RI,51.81999999999999,no,no,2,no
3949,AR,72.89,no,yes,0,no
3950,NM,74.72,no,no,1,yes
3951,NH,56.29,no,yes,2,no
3952,NM,46.64,no,no,1,no
3953,AZ,67.97,no,no,0,no
3954,TN,42.59,no,no,1,no
3955,OK,54.22,no,no,3,no
3956,SC,61.39,no,yes,1,no
3957,WY,45.41,no,yes,1,no
3958,IN,72.86,no,no,1,yes
3959,CT,61.31,no,yes,2,no
3960,NY,54.09,no,no,1,no
3961,TX,51.89,no,yes,2,no
3962,IL,60.24,no,no,3,no
3963,LA,60.83,no,yes,1,no
3964,WA,46.35,no,no,2,no
3965,MD,68.2,no,no,2,no
3966,KY,59.9,no,no,1,no
3967,DC,61.67,yes,no,2,no
3968,IL,46.57,no,yes,2,no
3969,WY,51.190000000000005,no,no,2,no
3970,SD,66.17,no,no,6,no
3971,SD,44.22,no,yes,0,no
3972,GA,67.36,no,no,2,no
3973,IN,55.33,no,no,1,no
3974,IA,38.03,yes,yes,1,yes
3975,OK,59.849999999999994,no,no,1,no
3976,WA,62.559999999999995,no,no,1,yes
3977,NH,38.2,no,no,2,no
3978,MO,65.56,no,no,3,no
3979,OR,46.69,no,no,2,no
3980,MN,60.260000000000005,no,no,0,no
3981,MA,75.81,yes,no,5,yes
3982,ME,51.37,no,yes,3,no
3983,MO,55.28,yes,no,0,no
3984,MN,29.669999999999998,no,no,1,no
3985,NE,69.7,no,no,3,no
3986,MA,50.699999999999996,no,no,6,yes
3987,LA,52.72,no,no,1,no
3988,IA,53.52,no,no,2,no
3989,ME,54.480000000000004,no,yes,2,no
3990,VT,50.78999999999999,no,yes,3,no
3991,MA,54.61,no,no,0,no
3992,SD,66.22999999999999,no,yes,4,no
3993,WA,66.87,no,yes,4,no
3994,IN,61.35999999999999,no,yes,4,no
3995,MN,65.19,no,no,2,no
3996,OR,67.01,no,yes,2,no
3997,WV,65.7,no,no,1,no
3998,MO,56.99,no,no,1,no
3999,UT,49.86,no,no,1,no
4000,ME,63.45,no,yes,1,no
4001,IL,56.17,no,no,1,no
4002,OR,68.73,no,no,4,no
4003,TX,64.07000000000001,yes,no,0,no
4004,KY,47.519999999999996,no,no,2,no
4005,UT,40.980000000000004,yes,yes,0,no
4006,IL,65.26,no,yes,3,no
4007,AZ,57.11000000000001,no,yes,1,no
4008,VA,56.099999999999994,no,no,3,no
4009,UT,59.13,no,no,1,no
4010,CO,48.07,no,no,1,no
4011,AL,54.07,yes,no,2,yes
4012,TX,57.57,no,no,1,no
4013,AZ,52.25000000000001,yes,no,2,no
4014,CT,52.73,no,no,2,no
4015,AR,64.3,no,no,2,no
4016,AR,50.72,no,no,3,no
4017,CO,42.24,no,yes,0,no
4018,AZ,56.2,no,yes,2,no
4019,UT,72.17999999999999,no,yes,0,no
4020,MI,52.22,no,no,1,no
4021,SD,44.62,no,no,2,no
4022,PA,70.57000000000001,no,yes,3,no
4023,MT,72.17999999999999,no,no,1,yes
4024,MN,59.290000000000006,no,no,3,no
4025,MD,53.46,no,no,4,yes
4026,IN,51.44,no,no,1,no
4027,KS,55.59,no,no,1,no
4028,HI,61.37,no,no,0,no
4029,MT,60.32,yes,no,1,no
4030,ID,71.9,no,no,3,yes
4031,VT,48.36,no,yes,1,no
4032,CA,56.699999999999996,no,no,1,no
4033,MD,43.199999999999996,no,no,1,no
4034,MD,54.61,no,no,0,no
4035,NE,57.75,no,no,1,no
4036,AL,63.169999999999995,no,no,2,no
4037,WV,60.52,no,no,4,no
4038,NM,50.07,no,no,0,no
4039,IN,63.04,no,no,3,no
4040,NE,64.91,no,no,3,no
4041,OK,59.07000000000001,no,no,0,no
4042,SC,52.49,no,no,2,no
4043,CO,33.61,no,no,2,no
4044,SC,68.60000000000001,no,yes,2,no
4045,NM,43.25,no,no,0,no
4046,NJ,60.37,no,no,0,no
4047,TN,54.87,no,no,1,no
4048,ID,66.2,no,no,2,no
4049,ID,56.71,no,no,2,no
4050,OH,44.28,no,yes,1,no
4051,AL,45.73,no,yes,2,no
4052,ME,59.27,no,no,4,no
4053,IL,60.900000000000006,no,no,2,no
4054,CA,46.26,no,no,0,no
4055,AL,65.61,no,no,3,no
4056,MI,46.37,no,no,5,yes
4057,MT,50.86,no,yes,4,yes
4058,NJ,65.36,no,no,0,no
4059,IN,35.26,no,no,1,no
4060,KY,73.57000000000001,no,no,0,yes
4061,NY,51.580000000000005,no,yes,6,yes
4062,DE,62.44,no,yes,2,no
4063,NJ,58.400000000000006,no,no,1,no
4064,ND,58.26,no,no,0,no
4065,SD,50.059999999999995,no,no,1,no
4066,VA,63.57,no,no,1,no
4067,VA,61.480000000000004,no,no,1,no
4068,ID,52.230000000000004,no,no,2,no
4069,ID,78.13,no,yes,1,no
4070,MO,40.9,no,yes,2,no
4071,NY,46.4,no,no,4,yes
4072,UT,57.72,no,no,6,no
4073,MN,67.49000000000001,no,no,0,no
4074,RI,66.56,no,no,0,no
4075,MS,55.92,yes,no,2,no
4076,NC,60.5,no,no,1,no
4077,VA,52.39,no,no,1,no
4078,VA,35.93000000000001,no,no,1,no
4079,TN,73.86,no,no,1,yes
4080,OR,46.25,no,yes,1,no
4081,NE,48.81,no,no,1,no
4082,DE,58.86,no,yes,1,no
4083,DC,55.41,no,no,1,no
4084,AL,77.05000000000001,no,no,1,yes
4085,ND,51.35,no,no,1,no
4086,MD,33.480000000000004,no,no,1,no
4087,LA,56.93,no,no,0,no
4088,OK,60.43000000000001,no,no,2,no
4089,ID,59.67999999999999,no,no,2,no
4090,PA,51.86,no,no,1,no
4091,NE,46.769999999999996,no,no,0,no
4092,TX,60.97,no,yes,2,no
4093,LA,38.309999999999995,no,yes,1,no
4094,WI,30.5,no,no,2,no
4095,AR,52.57,no,no,1,no
4096,GA,55.709999999999994,no,no,1,no
4097,NY,56.160000000000004,no,no,4,no
4098,MT,58.5,no,yes,2,no
4099,LA,45.62,no,no,1,no
4100,AK,61.04,no,no,0,no
4101,RI,49.04,no,no,2,no
4102,AR,57.82,no,yes,3,no
4103,IA,54.39000000000001,yes,no,3,yes
4104,CT,60.55,no,yes,1,no
4105,SC,57.16,no,yes,1,no
4106,WA,47.550000000000004,no,no,2,no
4107,AR,57.760000000000005,no,yes,2,no
4108,TX,61.88,no,no,1,no
4109,NJ,78.07000000000001,no,no,2,yes
4110,ME,52.25,no,yes,1,no
4111,WI,58.17,no,no,1,no
4112,DE,52.71,no,no,1,no
4113,DE,80.76,no,no,3,yes
4114,HI,65.37,no,no,3,no
4115,PA,59.93,no,no,2,no
4116,MA,59.69,no,no,1,no
4117,SD,55.73,no,no,3,no
4118,PA,43.61,no,no,2,no
4119,MD,64.51,no,no,1,no
4120,MS,41.72,yes,no,1,no
4121,MI,47.53,no,no,0,no
4122,ID,55.089999999999996,no,no,1,no
4123,NY,61.05,no,no,3,no
4124,AK,57.129999999999995,no,no,2,no
4125,TN,64.00999999999999,no,no,3,no
4126,CT,68.86,no,yes,1,no
4127,HI,58.870000000000005,no,no,2,no
4128,RI,69.3,no,no,2,no
4129,MS,50.11,no,yes,3,no
4130,MS,51.98,no,no,2,no
4131,WI,41.58,no,no,2,no
4132,DE,60.800000000000004,no,no,2,no
4133,CO,76.13,yes,no,3,yes
4134,AL,76.81,no,no,2,yes
4135,WY,74.31,no,yes,2,no
4136,SD,63.61,no,no,1,no
4137,WY,53.34,no,no,1,no
4138,SC,65.27000000000001,no,yes,1,no
4139,FL,61.04,no,no,3,no
4140,LA,62.05,yes,no,1,no
4141,FL,56.33,no,no,1,no
4142,WI,42.85,no,no,1,no
4143,IL,32.21,no,no,0,no
4144,NE,47.45,no,no,1,no
4145,SC,53.85,no,no,0,no
4146,MI,51.36,no,no,2,no
4147,OR,46.97,no,no,1,no
4148,CA,47.720000000000006,no,no,0,no
4149,MO,58.06,no,no,0,no
4150,WY,47.629999999999995,no,no,2,no
4151,AR,59.879999999999995,no,yes,1,no
4152,WI,48.589999999999996,no,no,0,no
4153,RI,50.61,no,no,1,no
4154,WV,49.050000000000004,no,no,2,no
4155,CT,49.59,no,no,4,yes
4156,MN,51.42,no,no,1,no
4157,IN,43.019999999999996,no,no,0,no
4158,MD,39.4,no,no,1,no
4159,UT,66.22,no,yes,3,no
4160,MS,57.9,yes,no,1,yes
4161,OH,47.010000000000005,no,yes,1,no
4162,NE,59.959999999999994,no,no,2,no
4163,NE,38.06,no,no,2,no
4164,MO,49.9,no,no,1,no
4165,UT,64.7,no,yes,2,no
4166,VT,68.42,no,no,1,no
4167,MN,49.81,no,no,1,no
4168,AZ,66.47,no,yes,0,no
4169,ND,51.69,no,yes,1,no
4170,RI,61.89,no,yes,0,no
4171,OH,45.93000000000001,yes,no,1,no
4172,IN,50.43000000000001,no,yes,2,no
4173,NV,55.42,no,no,3,no
4174,MN,41.3,no,no,3,no
4175,AR,56.720000000000006,no,yes,1,no
4176,WY,80.81,no,no,0,yes
4177,OR,65.41,no,no,0,no
4178,IA,56.07000000000001,no,no,4,no
4179,ND,55.82,yes,no,0,yes
4180,NJ,76.06,yes,no,6,yes
4181,HI,63.129999999999995,no,no,3,no
4182,TX,49.37,no,no,3,yes
4183,MN,48.69,no,yes,1,no
4184,AR,63.6,no,yes,0,no
4185,OK,81.98,no,no,0,yes
4186,IL,59.910000000000004,no,no,1,no
4187,VA,53.129999999999995,no,no,1,no
4188,WV,64.18,no,no,4,no
4189,TX,58.67,no,yes,2,no
4190,NC,61.41,no,no,1,no
4191,MN,60.68,no,no,4,no
4192,VA,59.78999999999999,no,yes,1,no
4193,WA,50.24,yes,no,2,yes
4194,AL,61.839999999999996,no,no,1,no
4195,MN,46.78,no,no,4,yes
4196,ME,69.76,no,no,3,no
4197,AL,61.61,no,no,3,no
4198,OH,59.53,no,no,2,no
4199,OR,77.68,no,no,2,yes
4200,ID,66.71000000000001,no,no,2,no
4201,CA,43.669999999999995,no,no,1,no
4202,OK,58.99,no,no,4,no
4203,NH,46.26,yes,yes,2,yes
4204,MO,55.43,no,no,1,no
4205,RI,63.88,no,no,3,no
4206,NM,47.25,no,yes,0,no
4207,ID,57.46,no,no,2,no
4208,ME,39.36,no,no,4,yes
4209,DC,59.89,no,no,1,no
4210,ND,56.11,no,no,1,no
4211,TX,63.33,no,no,0,no
4212,WA,55.99999999999999,no,no,1,no
4213,NM,78.15,yes,no,1,yes
4214,DC,52.36,no,yes,2,no
4215,OK,49.93,no,no,2,no
4216,WY,33.75,no,no,0,no
4217,MD,57.13,yes,yes,2,no
4218,MO,48.44,no,no,0,no
4219,NC,55.06999999999999,no,no,1,no
4220,WV,52.4,no,no,0,no
4221,GA,42.03,no,no,0,no
4222,OK,68.37,no,no,2,no
4223,FL,30.9,no,no,0,no
4224,MD,56.83,no,no,1,no
4225,HI,44.800000000000004,no,yes,0,no
4226,FL,55.629999999999995,no,no,1,no
4227,ND,70.81,no,no,1,no
4228,LA,35.95,no,no,1,no
4229,AR,48.99,no,no,1,no
4230,KY,49.959999999999994,no,no,0,no
4231,HI,51.68,yes,no,0,no
4232,KS,54.08,no,no,3,no
4233,TX,58.56999999999999,no,no,1,no
4234,NC,27.92,no,no,1,no
4235,TX,55.8,no,no,5,no
4236,LA,53.06,no,no,2,no
4237,TN,52.71,no,no,1,no
4238,NC,61.06,no,yes,3,no
4239,OH,70.63,no,no,3,no
4240,AR,54.02,no,yes,1,no
4241,WA,49.54,no,no,2,no
4242,MN,54.75,no,no,0,no
4243,ND,73.99,no,no,1,yes
4244,AZ,83.41,no,no,1,yes
4245,MT,62.349999999999994,no,no,0,no
4246,WV,49.77,no,no,3,no
4247,NC,51.24,no,no,1,no
4248,HI,72.42,no,yes,2,no
4249,VT,51.67,no,yes,0,no
